codeCommune,nom,codePostal,longitude,latitude
231,dijon,21000-21100,5.01667,47.3167
239,echenon,21170,5.28333,47.1167
374,maligny-21,21230,4.50917,47.0853
247,epoisses,21460,4.16667,47.5
15,antigny-la-ville,21230,4.55,47.1
37,auxey-duresses,21190,4.75,46.9833
241,echevronne,21420,4.85,47.1
411,meursanges,21200,4.95,46.9833
463,normier,21390,4.43333,47.3667
580,salmaise,21690,4.66667,47.45
44,balot,21330,4.43333,47.8167
306,grenant-les-sombernon,21540,4.71667,47.2667
154,chatillon-sur-seine,21400,4.55,47.85
83,blanot-21,21430,4.23611,47.1723
563,saint-mesmin-21,21540,4.65,47.35
542,saint-bernard-21,21700,5.01667,47.1667
325,jouey,21230,4.45,47.15
354,longecourt-les-culetre,21230,4.55,47.1667
506,premeaux-prissey,21700,4.93473,47.1123
412,meursault,21190,4.76667,46.9833
275,foncegrive,21260,5.16667,47.6167
252,etais,21500,4.43333,47.7
1,agencourt,21700,4.98333,47.1333
518,quincy-le-vicomte,21500,4.25,47.6
145,charigny,21140,4.43333,47.4333
417,missery,21210,4.36667,47.3
30,aubaine,21360,4.71667,47.1333
576,saint-thibault-21,21350,4.46667,47.3667
237,echalot,21510,4.83333,47.6167
293,gergueil,21410,4.81667,47.2333
674,veuxhaulles-sur-aube,21520,4.8,47.95
699,villers-les-pots,21130,5.35,47.2167
318,ivry-en-montagne,21340,4.63333,47.0333
226,darcey,21150,4.56667,47.55
393,massingy-21,21400,4.6,47.9
461,nolay-21,21340,4.63389,46.9517
66,bessey-la-cour,21360,4.61667,47.1
560,saint-martin-de-la-mer,21210,4.23333,47.2333
289,fussey,21700,4.83333,47.1167
413,millery-21,21140,4.33861,47.5281
454,nicey,21330,4.31667,47.8667
400,meix,21580,4.94167,47.6
715,voudenay,21230,4.38333,47.0833
481,perrigny-les-dijon,21160,5,47.2667
470,origny,21510,4.63333,47.7
605,sennecey-les-dijon,21800,5.1,47.2833
567,saint-prix-les-arnay,21230,4.5,47.1167
9,allerey,21230,4.43834,47.1895
96,boussenois,21260,5.21667,47.6333
676,vic-de-chassenay,21140,4.26667,47.4667
235,duesme,21510,4.68333,47.65
370,magny-sur-tille,21110,5.16667,47.2667
221,cussy-la-colonne,21360,4.65,47.05
258,etrochey,21400,4.53333,47.8833
632,thorey-en-plaine,21110,5.13333,47.2167
687,villargoix,21210,4.3,47.2833
441,mont-saint-jean-21,21320,4.4,47.2833
122,bussy-le-grand,21150,4.51667,47.5833
628,thoires,21570,4.68333,47.9333
103,brazey-en-plaine,21470,5.21667,47.1333
85,bligny-le-sec,21440,4.73333,47.4333
120,bussiere-sur-ouche,21360,4.71667,47.2167
526,rochefort-sur-brevon,21510,4.7,47.7333
270,flavignerot,21160,4.91667,47.2833
683,vievy,21230,4.45,47.05
582,santenay-21,21590,4.68333,46.9167
583,santosse,21340,4.63333,47
278,fontaine-les-dijon,21121,5.01917,47.3434
64,benoisey,21500,4.4,47.5833
532,rouvres-en-plaine,21110,5.13333,47.2333
86,bligny-les-beaune,21200,4.83333,46.9833
264,fete,21230,4.51667,47.1833
73,bierre-les-semur,21390,4.3,47.4167
608,sincey-les-rouvray,21530,4.13333,47.4333
606,ladoix-serrigny,21550,4.88667,47.0662
159,chaume,21520,4.83945,47.8792
410,meulson,21510,4.7,47.6833
60,belleneuve,21310,5.26667,47.3667
541,saint-aubin-21,21190,4.70945,46.9503
383,marcilly-sur-tille,21120,5.13333,47.5167
198,corrombles,21460,4.2,47.5167
312,gurgy-la-ville,21290,4.93333,47.85
43,baigneux-les-juifs,21450,4.63333,47.6
55,beaunotte,21510,4.7,47.6833
457,noidan,21390,4.41667,47.35
536,sacquenay,21260,5.31667,47.5833
21,arc-sur-tille,21560,5.18333,47.3333
127,chaignay,21120,5.06667,47.4667
109,brion-sur-ource,21570,4.65,47.9167
310,grosbois-en-montagne,21540,4.6,47.3167
418,moitron,21510,4.81667,47.6833
261,fauverney,21110,5.15,47.25
240,echevannes-21,21120,5.16667,47.5333
332,labergement-les-seurre,21820,5.08333,47
230,dienay,21120,5.06667,47.5167
527,rochepot,21340,4.68333,46.95
118,busserotte-et-montenaille,21580,4.97667,47.6631
562,saint-maurice-sur-vingeanne,21610,5.4,47.5833
442,morey-saint-denis,21220,4.96667,47.2
101,braux-21,21390,4.43333,47.4167
5,aiserey,21110,5.16667,47.1667
449,nan-sous-thil,21390,4.35,47.3833
7,aisy-sous-thil,21390,4.28333,47.4
626,terrefondree,21290,4.86667,47.7333
248,eringes,21500,4.46667,47.6
163,chazeuil-21,21260,5.27084,47.5598
281,fontenelle-21,21610,5.37473,47.5017
504,pralon,21410,4.78333,47.3
572,saint-seine-en-bache,21130,5.36667,47.1167
448,mussy-la-fosse,21150,4.43333,47.5167
29,athie-21,21500,4.25389,47.5662
329,juilly-21,21140,4.4,47.5
620,tarsul,21120,4.98333,47.5333
203,courcelles-fremoy,21460,4.16667,47.45
116,bure-les-templiers,21290,4.9,47.7333
263,fenay,21600,5.06667,47.2333
636,thury-21,21340,4.52417,47.0337
254,etang-vergy,21220,4.88333,47.1833
602,semond,21450,4.6,47.7167
698,villers-la-faye,21700,4.88333,47.1
561,saint-martin-du-mont-21,21440,4.78639,47.4331
625,ternant-21,21220,4.85,47.2
309,griselles-21,21330,4.35,47.8667
152,chateauneuf-21,21320,4.65,47.2167
32,aubigny-la-ronce,21340,4.61667,46.9833
407,messanges-21,21220,4.8725,47.1623
500,pouillenay,21150,4.46667,47.5
673,veuvey-sur-ouche,21360,4.71667,47.1833
416,mirebeau-sur-beze,21310,5.31667,47.4
305,grancey-sur-ource,21570,4.58666,48.0074
16,arceau,21310,5.18333,47.3833
510,prusly-sur-ource,21400,4.66667,47.8667
151,chassey,21150,4.45,47.4833
640,torcy-et-pouligny,21460,4.21667,47.4833
617,talant,21240,5,47.3167
369,magny-saint-medard,21310,5.25,47.3833
478,pasques,21370,4.86667,47.3667
521,remilly-sur-tille,21560,5.21667,47.3167
568,saint-remy-21,21500,4.29806,47.6367
223,daix,21121,5,47.35
539,saint-anthot,21540,4.65,47.3167
452,neuilly-les-dijon,21800,5.1,47.2833
689,villars-et-villenotte,21140,4.38333,47.5167
126,cessey-sur-tille,21110,5.21667,47.2833
141,champrenault,21690,4.68333,47.4
183,collonges-les-premieres,21110,5.26667,47.2167
27,asnieres-les-dijon,21380,5.03333,47.3833
691,villebichot,21700,5.05,47.1333
259,fain-les-montbard,21500,4.38333,47.6
88,boncourt-le-bois,21700,5,47.1333
324,jeux-les-bard,21460,4.25,47.5333
488,poincon-les-larrey,21330,4.45,47.8667
391,marsannay-le-bois,21380,5.1,47.4333
161,chaumont-le-bois,21400,4.58333,47.9167
399,meilly-sur-rouvres,21320,4.55,47.2
545,sainte-colombe-sur-seine,21400,4.54112,47.872
288,frolois-21,21150,4.63333,47.5333
491,poiseul-les-saulx,21120,5,47.5667
215,cuiserey,21310,5.31667,47.3667
245,epagny-21,21380,5.06667,47.45
455,nod-sur-seine,21400,4.56667,47.7667
168,chevannay,21540,4.65,47.4
232,dompierre-en-morvan,21390,4.23333,47.4
390,marsannay-la-cote,21160,4.98333,47.2667
566,saint-pierre-en-vaux,21230,4.53333,47.05
615,sussey,21430,4.36667,47.2167
650,urcy,21220,4.85,47.2667
384,marey-les-fussey,21700,4.86667,47.1167
343,larrey,21330,4.43333,47.8833
578,saint-victor-sur-ouche,21410,4.75,47.2333
426,montberthault,21460,4.16667,47.4667
514,quemigny-sur-seine,21510,4.66667,47.6667
267,flagey-echezeaux,21640,4.98333,47.1667
23,arnay-le-duc,21230,4.48333,47.1333
569,saint-romain-21,21190,4.7,47
471,orret,21450,4.68333,47.6
58,belan-sur-ource,21570,4.65,47.9333
485,plombieres-les-dijon,21370,4.96667,47.3333
501,pouilly-en-auxois,21320,4.55,47.2667
45,barbirey-sur-ouche,21410,4.75,47.25
535,ruffey-les-echirey,21490,5.08333,47.3667
586,saulon-la-rue,21910,5.06667,47.2167
490,poiseul-la-ville-et-laperriere,21450,4.66973,47.5623
219,curtil-vergy,21220,4.88333,47.1667
314,hauteroche,21150,4.58333,47.5
334,lacanche,21230,4.56667,47.0667
128,chailly-sur-armancon,21320,4.48333,47.2667
653,vannaire,21400,4.56667,47.9167
225,dampierre-et-flee,21310,5.36667,47.4667
385,marey-sur-tille,21120,5.05,47.5833
422,molphey,21210,4.21667,47.35
641,touillon,21500,4.43333,47.65
473,ouges,21600,5.06667,47.2667
348,licey-sur-vingeanne,21610,5.38333,47.4833
135,champagne-sur-vingeanne,21310,5.4,47.45
271,flavigny-sur-ozerain,21150,4.53333,47.5
682,vievigne,21310,5.23333,47.4333
394,massingy-les-semur,21140,4.4,47.5167
433,montigny-mornay-villeneuve-sur-vingeanne,21610,5.43778,47.5653
209,couternon,21560,5.15,47.3333
197,corpoyer-la-chapelle,21150,4.61667,47.5333
176,civry-en-montagne,21320,4.6,47.2833
11,ampilly-les-bordes,21450,4.63333,47.6333
292,genlis,21110,5.21667,47.2333
153,chatellenot,21320,4.48917,47.2362
14,antheuil,21360,4.75,47.1667
609,soirans,21110,5.28862,47.2067
125,cerilly-21,21330,4.49584,47.8659
652,vandenesse-en-auxois,21320,4.6,47.2167
112,broin,21250,5.1,47.0833
202,courban,21520,4.73333,47.9167
631,thomirey,21360,4.58333,47.0833
528,roche-vanneau,21150,4.53333,47.4667
50,baubigny-21,21340,4.68333,46.9667
341,lantilly,21140,4.38333,47.55
322,jallanges,21250,5.15,46.9833
331,labergement-les-auxonne,21130,5.38333,47.15
123,buxerolles-21,21290,4.93333,47.8
244,eguilly,21320,4.5,47.3
361,lux-21,21120,5.21195,47.4909
447,musigny,21230,4.51667,47.1667
142,chanceaux,21440,4.7,47.5167
629,thoisy-la-berchere,21210,4.33333,47.25
531,rouvray-21,21530,4.10389,47.4245
588,saussey-21,21360,4.61667,47.0667
681,vieux-chateau,21460,4.13333,47.4667
472,orville-21,21260,5.2,47.55
508,prenois,21370,4.9,47.3833
286,frenois-21,21120,4.9,47.5333
38,auxonne,21130,5.38333,47.2
243,ecutigny,21360,4.61667,47.0833
229,diancey,21430,4.36667,47.1833
31,aubigny-en-plaine,21170,5.16667,47.1333
593,savilly,21430,4.28333,47.1167
554,saint-jean-de-losne,21170,5.25,47.1
173,chorey-les-beaune,21200,4.86667,47.05
195,cormot-le-grand,21340,4.63333,46.9667
428,monthelie,21190,4.76667,47
311,grosbois-les-tichey,21250,5.23333,47
63,beneuvre,21290,4.95,47.7
210,creancey,21320,4.6,47.25
415,minot,21510,4.86667,47.6667
70,bevy,21220,4.85,47.1833
90,boudreville,21520,4.81667,47.9333
600,semarey,21320,4.63333,47.2667
336,laignes,21330,4.36667,47.8333
48,barges-21,21910,5.06667,47.2167
129,chambain,21290,4.91667,47.8
621,tart-l-abbaye,21110,5.25,47.1833
207,courlon,21580,5,47.65
302,gommeville,21400,4.5,47.9667
283,fraignot-et-vesvrotte,21580,4.93333,47.65
507,premieres,21110,5.28333,47.2333
39,avelanges,21120,5.03333,47.5833
630,thoisy-le-desert,21320,4.53333,47.25
550,saint-germain-les-senailly,21500,4.26667,47.6
671,vertault,21330,4.35,47.9167
79,blagny-sur-vingeanne,21310,5.36667,47.4333
700,villers-patras,21400,4.55,47.9333
431,montigny-sur-armancon,21140,4.36667,47.4333
477,panges,21540,4.8,47.3667
205,courcelles-les-semur,21140,4.3,47.45
440,montot-21,21170,5.24584,47.1412
446,moutiers-saint-jean,21500,4.21667,47.5667
456,nogent-les-montbard,21500,4.38139,47.6084
618,talmay,21270,5.43333,47.35
189,corberon,21250,4.98333,47.0167
498,posanges,21350,4.51667,47.4167
180,clery-21,21270,5.5,47.2833
486,pluvault,21110,5.25,47.2167
666,vernot,21120,4.98333,47.4833
349,liernais,21430,4.28333,47.2
363,magnien,21230,4.43333,47.1
368,magny-les-villers,21700,4.88333,47.1
577,saint-usage-21,21170,5.26667,47.1
660,veilly,21360,4.6,47.1167
685,villaines-en-duesmois,21450,4.5,47.6833
277,fontaine-francaise,21610,5.36667,47.5167
662,velogny,21350,4.46667,47.4
573,saint-seine-l-abbaye,21440,4.78333,47.4333
134,chamesson,21400,4.53333,47.7833
179,clenay,21490,5.11667,47.4
317,is-sur-tille,21120,5.1,47.5167
646,trouhaut,21440,4.75,47.4
540,saint-apollinaire-21,21850,5.08333,47.3333
328,juillenay,21210,4.26667,47.3667
519,recey-sur-ource,21290,4.86667,47.7833
434,montlay-en-auxois,21210,4.28333,47.35
253,etalante,21510,4.75,47.6333
330,labergement-foigney,21110,5.25,47.25
105,bressey-sur-tille,21560,5.18333,47.3
192,corcelles-les-monts,21160,4.93333,47.3
598,seigny,21150,4.43333,47.5833
82,blancey,21320,4.46667,47.3
24,arnay-sous-vitteaux,21350,4.5,47.45
242,echigey,21110,5.2,47.1833
251,essey,21320,4.53333,47.2
382,marcilly-ogny,21320,4.4,47.25
397,mavilly-mandelot,21190,4.73333,47.05
575,saint-symphorien-sur-saone,21170,5.3,47.1
460,noiron-sur-seine,21400,4.48333,47.95
285,franxault,21170,5.28333,47.05
3,ahuy,21121,5.03333,47.3667
340,lanthes,21250,5.2,47
84,source-seine,21690,4.68333,47.4833
157,chaugey,21290,4.95,47.75
387,marigny-les-reullee,21200,4.96667,47
172,chivres,21820,5.09584,46.9764
169,chevannes-21,21220,4.84806,47.1584
346,leuglay,21290,4.8,47.8167
537,saffres,21350,4.58333,47.3667
408,messigny-et-vantoux,21380,5.01751,47.4059
474,pagny-la-ville,21250,5.16667,47.0667
147,charny-21,21350,4.42889,47.3367
280,fontangy,21390,4.35,47.35
364,magny-lambert,21450,4.58333,47.6833
659,vaux-saules,21440,4.8,47.4667
35,auvillars-sur-saone,21250,5.1,47.05
546,saint-didier-21,21210,4.18306,47.33
619,tanay,21310,5.26667,47.4167
611,sombernon,21540,4.7,47.3
313,gurgy-le-chateau,21290,4.92667,47.8267
672,vesvres,21350,4.53333,47.3833
564,saint-nicolas-les-cîteaux,21700,5.05,47.1167
594,savoisy,21500,4.41667,47.7333
420,molinot,21340,4.58333,47.0167
42,bagnot,21700,5.08333,47.05
224,dampierre-en-montagne,21350,4.56667,47.4333
71,beze,21310,5.26667,47.4667
680,vielverge,21270,5.45,47.2667
502,pouilly-sur-saone,21250,5.11667,47.0167
124,censerey,21430,4.35,47.2
695,villeneuve-les-convers,21450,4.56667,47.5667
439,montoillot,21540,4.65,47.2667
284,francheville-21,21440,4.88333,47.45
217,curley,21220,4.91667,47.2
8,alise-sainte-reine,21150,4.48333,47.5333
138,champdotre,21130,5.3,47.1833
642,toutry,21460,4.11667,47.5
22,argilly,21700,5,47.0667
20,arconcey,21320,4.45,47.2167
304,grancey-le-chateau-neuvelle,21580,5.02584,47.67
649,uncey-le-franc,21350,4.56667,47.35
89,bonnencontre,21250,5.15,47.0833
115,buncey,21400,4.56667,47.8167
62,bellenot-sous-pouilly,21320,4.55,47.2833
171,chevigny-saint-sauveur,21800,5.13333,47.3
190,corcelles-les-arts,21190,4.8,46.95
256,etevaux,21270,5.31667,47.3167
556,saint-leger-triey,21270,5.36667,47.3167
497,pont-et-massene,21140,4.36667,47.4667
287,fresnes-21,21500,4.45,47.6167
702,villey-sur-tille,21120,5.1,47.55
69,beurizot,21350,4.5,47.35
371,maillys,21130,5.33333,47.1333
114,buffon,21500,4.28333,47.65
307,gresigny-sainte-reine,21150,4.5,47.55
684,vignoles,21200,4.88333,47.0333
75,billy-les-chanceaux,21450,4.7,47.5333
404,menetreux-le-pitois,21150,4.46667,47.5667
299,gissey-sous-flavigny,21150,4.58333,47.5167
603,semur-en-auxois,21140,4.33361,47.4914
338,lamargelle,21440,4.83333,47.5333
644,trocheres,21310,5.3,47.35
495,pont,21130,5.31667,47.1833
47,bard-les-epoisses,21460,4.21667,47.5333
68,beurey-bauguay,21320,4.43333,47.2333
465,obtree,21400,4.56667,47.9167
144,charencey,21690,4.66667,47.4167
378,marcenay,21330,4.4,47.8667
604,senailly,21500,4.26667,47.5833
249,esbarres,21170,5.21667,47.0833
300,gissey-sur-ouche,21410,4.76667,47.2667
648,turcey,21540,4.71667,47.4
18,arcey-21,21410,4.81667,47.2833
6,aisey-sur-seine,21400,4.58333,47.75
534,ruffey-les-beaune,21200,4.91667,47.0167
571,saint-sauveur-21,21270,5.41667,47.3667
139,champeau-en-morvan,21210,4.14417,47.2764
388,marliens,21110,5.18333,47.2167
710,vitteaux,21350,4.53333,47.4
78,bissey-la-pierre,21330,4.43333,47.85
36,auxant,21360,4.61667,47.1167
398,maxilly-sur-saone,21270,5.43333,47.3333
584,saulieu,21210,4.23333,47.2667
25,arrans,21500,4.31667,47.7
107,bretigny-21,21490,5.1,47.4
355,longvic,21600,5.06667,47.2833
444,mosson,21400,4.63333,47.9167
250,essarois,21290,4.76667,47.75
131,chamblanc,21250,5.15,47.0167
565,saint-philibert-21,21220,5.01667,47.2
657,varois-et-chaignot,21490,5.11667,47.35
46,bard-le-regulier,21430,4.31667,47.1333
533,rouvres-sous-meilly,21320,4.58333,47.2167
694,villeferry,21350,4.51667,47.45
352,longeault,21110,5.25,47.2167
436,montmain-21,21250,5.06445,47.0289
599,selongey,21260,5.16667,47.5833
137,champ-d-oiseau,21500,4.35,47.55
26,asnieres-en-montagne,21500,4.28333,47.7167
492,pommard,21630,4.78333,47.0167
182,collonges-les-bevy,21220,4.85,47.1667
549,saint-germain-le-rocheux,21510,4.66667,47.75
344,chatelet-21,21250,5.15,47.05
303,goulles-21,21520,4.9,47.8833
87,bligny-sur-ouche,21360,4.66667,47.1
257,etormay,21450,4.58333,47.6
396,mauvilly,21510,4.7,47.7
489,poiseul-la-grange,21440,4.8,47.5667
119,bussieres-21,21580,4.96528,47.6637
12,ampilly-le-sec,21400,4.51667,47.8
290,gemeaux,21120,5.13333,47.4833
479,pellerey,21440,4.78333,47.5
140,champignolles-21,21230,4.56667,47.05
78,hengoat,22450,-3.2,48.75
289,saint-fiacre-22,22720,-3.06667,48.4667
64,gouarec,22570,-3.18333,48.2167
212,plouec-du-trieux,22260,2.80806,48.6739
90,kermaria-sulard,22450,-3.36667,48.7667
32,caulnes,22350,-2.15,48.2833
342,trebedan,22980,-2.16667,48.4
63,gommenec-h,22290,-3.05,48.65
215,ploufragan,22440,-2.78333,48.4833
107,laniscat,22570,-3.11667,48.2333
381,trezeny,22450,-3.36667,48.75
109,lanloup,22580,-2.96667,48.7167
347,tredarzec,22220,-3.2,48.7833
167,perret,22570,-3.15,48.1833
257,quemperven,22450,-3.31667,48.7333
179,frehel,22240,1.63389,48.6281
259,quevert,22100,-2.08333,48.4667
160,noyal,22400,-2.48333,48.45
221,plouguiel,22220,-3.23333,48.8
147,merdrignac,22230,-2.41667,48.2
256,quemper-guezennec,22260,-3.1,48.7
145,megrit,22270,-2.25,48.3667
174,pleboulle,22550,-2.33333,48.6167
168,perros-guirec,22700,-3.45,48.8167
103,langrolay-sur-rance,22490,1.9975,48.5542
157,moustoir,22340,-3.5,48.2667
129,loc-envel,22810,-3.4,48.5167
146,mellionnec,22110,-3.3,48.1667
205,plorec-sur-arguenon,22130,-2.31667,48.4833
5,belle-isle-en-terre,22810,-3.4,48.55
144,meaugon,22440,-2.83333,48.5
116,lanrodec,22170,-3.03333,48.5167
25,callac,22160,-3.42667,48.405
43,coetlogon,22210,-2.53333,48.1333
61,glomel,22110,-3.4,48.2167
188,plerneuf,22170,-2.88333,48.5167
183,plemet,22210,-2.6,48.1833
217,plougras,22780,-3.56667,48.5167
91,kermoroc-h,22140,-3.2,48.6167
200,pleven,22130,-2.31667,48.4833
319,saint-michel-en-greve,22300,-3.56667,48.6833
264,roche-derrien,22450,-3.26667,48.75
353,tregastel,22730,2.48639,48.817
121,lanvollon,22290,-2.98333,48.6333
55,etables-sur-mer,22680,1.16472,48.6264
105,languenan,22130,-2.13333,48.5167
273,saint-alban-22,22400,-2.55,48.5667
156,mousteru,22200,-3.23333,48.5167
98,landehen,22400,-2.53333,48.4333
96,landebia,22130,-2.33333,48.5167
7,binic,22520,-2.83333,48.6
19,bringolo,22170,-3,48.5833
14,bourseul,22130,-2.26667,48.4833
261,quintenic,22400,-2.43333,48.5167
291,saint-gildas,22800,-3,48.4167
268,ruca,22550,-2.33333,48.5667
82,hingle,22100,-2.06667,48.3833
197,pleudihen-sur-rance,22690,0.0480566,48.5109
229,plounevez-quintin,22110,-3.23333,48.2833
162,paimpol,22500,-3.05,48.7667
237,pluduno,22130,-2.28333,48.5333
117,lantic,22410,-2.88333,48.6
269,runan,22260,-3.2,48.7
27,cambout,22210,-2.61667,48.0667
151,meslin,22400,-2.56667,48.45
2,andel,22400,-2.56667,48.5
88,kerien,22480,-3.21667,48.3833
284,saint-connan,22480,-3.06667,48.4167
137,mael-carhaix,22340,-3.41667,48.2833
305,saint-jouan-de-l-isle,22350,-2.16667,48.2667
136,loudeac,22600,-2.75,48.1667
31,carnoet,22160,-3.51667,48.3667
108,lanleff,22290,-3.05,48.7
278,saint-brieuc,22000,-2.78333,48.5167
235,plouzelambre,22420,-3.53333,48.65
391,yvignac-la-tour,22350,-2.18333,48.35
225,ploumagoar,22970,-3.13333,48.55
62,gomene,22230,1.51278,48.1739
190,pleslin-trigavou,22490,1.94528,48.535
288,saint-etienne-du-gue-de-l-isle,22210,-2.65,48.1
191,plessala,22330,-2.63333,48.2833
70,guingamp,22200,-3.15,48.55
371,tremorel,22230,-2.3,48.2
94,lancieux,22770,-2.15,48.6167
242,plurien,22240,-2.4,48.6333
251,pordic,22590,-2.81667,48.5833
206,plouagat,22170,-3,48.5333
65,goudelin,22290,-3.01667,48.6
326,saint-rieul,22270,-2.41667,48.45
361,treguidel,22290,-2.93333,48.6
348,tredias,22250,-2.23333,48.35
199,pleumeur-gautier,22740,-3.16667,48.8
122,laurenan,22230,-2.53333,48.2
357,tregon,22650,-2.18333,48.5667
40,coadout,22970,-3.18333,48.5167
244,plussulien,22320,-3.08333,48.2833
203,ploeuc-sur-lie,22150,1.24222,48.3464
208,plouasne,22830,-2,48.3
202,plevin,22340,-3.5,48.2167
280,saint-carne,22100,-2.06667,48.4167
54,erquy,22430,-2.46667,48.6333
294,saint-gilles-pligeaux,22480,-3.08333,48.3833
307,saint-julien-22,22940,-2.81667,48.45
204,ploezal,22260,-3.2,48.7167
315,saint-maudez,22980,-2.18333,48.45
28,camlez,22450,-3.3,48.7833
196,pleudaniel,22740,-3.13333,48.7667
325,saint-quay-portrieux,22410,-2.83333,48.65
207,plouaret,22420,-3.46667,48.6167
275,saint-barnabe,22600,-2.7,48.1333
83,illifaut,22230,-2.35,48.15
15,brehand,22510,-2.58333,48.4
115,lanrivain,22480,-3.21667,48.35
262,quintin,22800,-2.91667,48.4
113,lannion,22300,-3.46667,48.7333
243,plusquellec,22160,-3.48333,48.3833
245,pluzunet,22140,-3.36667,48.65
388,vilde-guingalan,22980,-2.15,48.4333
110,lanmerin,22300,-3.35,48.7333
260,quillio,22460,-2.88333,48.2333
169,peumerit-quintin,22480,-3.26667,48.3667
223,plouisy,22200,-3.2,48.5833
13,bourbriac,22720,-3.18333,48.4833
18,brelidy,22140,-3.21667,48.6667
378,treverec,22290,-3.05,48.65
285,saint-connec,22530,-2.91667,48.1833
350,treduder,22310,-3.56667,48.65
139,magoar,22480,2.81306,48.3967
250,pontrieux,22260,-3.16667,48.7
177,pleguien,22290,-2.95,48.6333
389,yffiniac,22120,-2.675,48.4833
153,moncontour-22,22510,-2.65,48.35
158,mûr-de-bretagne,22530,-2.98333,48.2
343,trebeurden,22560,-3.56667,48.7667
254,prat,22140,-3.3,48.6833
72,gurunhuel,22390,-3.3,48.5167
16,île-de-brehat,22870,1,48.8462
277,saint-brandan,22800,-2.86667,48.3833
26,calorguen,22100,1.97111,48.4103
12,bouillie,22240,-2.43333,48.5667
380,trevron,22100,-2.06667,48.3833
359,tregrom,22420,-3.4,48.6
364,trelivan,22100,-2.11667,48.4333
377,treveneuc,22410,-2.86667,48.6667
47,corlay,22320,-3.05,48.3167
164,pedernec,22540,-3.28333,48.6
300,saint-herve,22460,-2.83333,48.2833
358,tregonneau,22200,-3.16667,48.6167
341,tramain,22640,-2.4,48.4
172,plancoet,22130,-2.25,48.5333
302,saint-jacut-de-la-mer,22750,-2.18333,48.6
189,plesidy,22720,-3.11667,48.45
52,duault,22160,-3.43333,48.3667
1,allineuc,22460,-2.86667,48.3167
337,sevignac,22250,-2.35,48.3333
198,pleumeur-bodou,22560,-3.51667,48.7667
373,treogan,22340,-3.51667,48.1833
77,henansal,22400,-2.43333,48.55
180,plelan-le-petit,22980,-2.23333,48.4333
352,trefumel,22630,-2.03333,48.3333
181,plelauff,22570,-3.21667,48.2
21,brusvily,22100,-2.13333,48.3833
124,lescouet-gouarec,22570,-3.25,48.1667
8,bobital,22100,-2.1,48.4167
236,pludual,22290,-2.98333,48.6667
138,mael-pestivien,22160,-3.3,48.3833
119,lanvellec,22420,-3.53333,48.6167
150,merzer,22200,-3.06667,48.5833
92,kerpert,22480,-3.13333,48.3833
149,merleac,22460,-2.9,48.2833
185,plenee-jugon,22640,-2.4,48.3667
306,saint-judoce,22630,-1.95,48.3667
99,lanfains,22800,-2.91667,48.35
85,kerbors,22610,-3.18333,48.8333
38,chatelaudren,22170,-2.98333,48.5333
295,saint-gilles-vieux-marche,22530,1.02584,48.2431
313,saint-martin-des-pres,22320,-2.95,48.3
46,collinee,22330,-2.51667,48.3
118,lanvallay,22100,-2.03333,48.45
143,matignon,22550,-2.3,48.6
239,plumaudan,22350,-2.13333,48.35
376,treve,22600,-2.8,48.2167
333,saint-vran,22230,-2.43333,48.2333
84,jugon-les-lacs,22270,1.67778,48.4092
311,saint-lormel,22130,-2.23333,48.55
298,saint-guen,22530,-2.93333,48.2167
60,gausson,22150,-2.75,48.3
97,landec,22980,-2.18333,48.4333
173,planguenoual,22400,-2.58333,48.5333
29,canihuel,22480,-3.1,48.3333
194,plestin-les-greves,22310,-3.63333,48.65
304,saint-jean-kerdaniel,22170,-3.01667,48.5667
321,saint-nicolas-du-pelem,22480,-3.16667,48.3167
220,plouguernevel,22110,-3.25,48.25
53,ereac,22250,-2.35,48.2667
240,plumaugat,22250,-2.25,48.25
366,tremel,22310,-3.61667,48.6
30,caouennec-lanvezeac,22300,2.62445,48.7037
51,dolo,22270,-2.33333,48.3833
213,plouer-sur-rance,22490,-2,48.5333
349,tredrez-locquemeau,22300,-3.56667,48.7
58,ferriere-22,22210,-2.6,48.15
255,prenessaye,22210,-2.65,48.1833
193,plestan,22640,-2.45,48.4167
20,broons,22250,-2.26667,48.3167
100,langast,22150,-2.66667,48.2833
324,saint-quay-perros,22700,-3.45,48.7833
140,malhoure,22640,-2.5,48.4
106,langueux,22360,-2.71667,48.5
201,plevenon,22240,-2.33333,48.6667
95,landebaeron,22140,-3.21667,48.6333
263,quiou,22630,-2,48.35
265,rospez,22300,-3.38333,48.7333
351,treffrin,22340,-3.51667,48.3
287,saint-donan,22800,-2.88333,48.4667
66,gouray,22330,-2.5,48.3333
363,trelevern,22660,-3.36667,48.8167
195,pleubian,22610,-3.13333,48.85
152,minihy-treguier,22220,-3.23333,48.7833
338,squiffiec,22200,-3.15,48.6333
104,languedias,22980,-2.21667,48.3833
101,langoat,22450,-3.28333,48.75
133,loscouet-sur-meu,22230,-2.23333,48.1833
79,henon,22150,-2.7,48.3833
283,saint-clet,22260,-3.13333,48.6667
233,plourivo,22860,-3.06667,48.75
282,saint-cast-le-guildo,22380,-2.26667,48.6333
303,saint-jacut-du-mene,22330,-2.48333,48.2833
369,tremeur,22250,-2.26667,48.35
74,haut-corlay,22320,-3.05,48.3167
75,hemonstoir,22600,-2.83333,48.1667
39,cheze-22,22210,-2.65,48.1333
