zip,state,city,lat,lng
60070,IL,Prospect Heights,42.103324,-87.914934
60072,IL,Ringwood,42.380427,-88.297073
60073,IL,Round Lake,42.366809,-88.088819
60076,IL,Skokie,42.036168,-87.732828
60081,IL,Spring Grove,42.441267,-88.223734
60082,IL,Techny,42.121425,-87.804882
60083,IL,Wadsworth,42.446032,-87.904048
60084,IL,Wauconda,42.263553,-88.133284
60085,IL,Mc Gaw Park,42.361882,-87.852585
60087,IL,Waukegan,42.398906,-87.855387
60088,IL,Great Lakes,42.303173,-87.864192
60089,IL,Buffalo Grove,42.159843,-87.964364
60090,IL,Wheeling,42.13404,-87.934097
60091,IL,Wilmette,42.076462,-87.724572
60096,IL,Winthrop Harbor,42.479269,-87.831788
60097,IL,Wonder Lake,42.384908,-88.353364
60102,IL,Lake In The Hill,42.170923,-88.301429
60103,IL,Hanover Park,41.983559,-88.160356
60104,IL,Bellwood,41.882484,-87.878557
60106,IL,Bensenville,41.950145,-87.944973
60107,IL,Streamwood,42.022539,-88.168965
60110,IL,Carpentersville,42.123004,-88.2606
60111,IL,Clare,42.027045,-88.837832
60115,IL,De Kalb,41.934245,-88.760673
60119,IL,Elburn,41.882405,-88.461106
60126,IL,Elmhurst,41.892661,-87.941025
60129,IL,Esmond,42.022458,-88.94386
60131,IL,Franklin Park,41.933878,-87.873423
60136,IL,Gilberts,42.098377,-88.369089
60137,IL,Glen Ellyn,41.866112,-88.064774
60139,IL,Glendale Heights,41.920523,-88.079282
60140,IL,Hampshire,42.080748,-88.517033
60141,IL,Hines,41.862262,-87.835542
60142,IL,Huntley,42.175555,-88.426848
60143,IL,Itasca,41.971967,-88.020247
60148,IL,Lombard,41.872139,-88.015988
60150,IL,Malta,41.918332,-88.868818
60151,IL,Maple Park,41.923217,-88.59985
60152,IL,Marengo,42.244189,-88.607369
60153,IL,Broadview,41.874857,-87.847675
60154,IL,Westchester,41.852368,-87.884488
60157,IL,Medinah,41.970545,-88.057507
60160,IL,Melrose Park,41.900347,-87.858066
60162,IL,Hillside,41.872452,-87.901591
60164,IL,Northlake,41.917961,-87.89592
60165,IL,Stone Park,41.903005,-87.881053
60171,IL,River Grove,41.927886,-87.838707
60172,IL,Roselle,41.979834,-88.085699
60173,IL,Schaumburg,42.05807,-88.048189
60176,IL,Schiller Park,41.956304,-87.869179
60177,IL,South Elgin,41.996868,-88.298558
60180,IL,Union,42.210274,-88.528295
60185,IL,West Chicago,41.888558,-88.202168
60187,IL,Wheaton,41.856592,-88.107633
60188,IL,Carol Stream,41.91784,-88.136962
60191,IL,Wood Dale,41.960171,-87.980971
60194,IL,Hoffman Estates,42.039025,-88.109442
60201,IL,Evanston,42.054551,-87.694331
60305,IL,River Forest,41.895064,-87.8159
60401,IL,Beecher,41.34437,-87.611538
60402,IL,Stickney,41.841819,-87.79075
60406,IL,Blue Island,41.658187,-87.679465
60407,IL,Braceville,41.228788,-88.269042
60408,IL,Braidwood,41.26574,-88.223124
60409,IL,Calumet City,41.615257,-87.548328
60410,IL,Channahon,41.434664,-88.213786
60411,IL,Sauk Village,41.506202,-87.613209
60415,IL,Chicago Ridge,41.70171,-87.777381
60416,IL,Coal City,41.290769,-88.282346
60417,IL,Crete,41.438952,-87.602738
60419,IL,Dolton,41.625723,-87.597952
60420,IL,Dwight,41.088701,-88.415884
60421,IL,Elwood,41.426018,-88.08642
60422,IL,Flossmoor,41.540574,-87.683737
60423,IL,Frankfort,41.509361,-87.824774
60424,IL,Gardner,41.179321,-88.296543
60426,IL,Markham,41.608536,-87.661115
60429,IL,Hazel Crest,41.573803,-87.684885
60431,IL,Joliet,41.527154,-88.08241
60435,IL,Shorewood,41.541468,-88.128107
60436,IL,Rockdale,41.508818,-88.135779
60437,IL,Kinsman,41.161825,-88.480477
60438,IL,Lansing,41.566045,-87.544634
60439,IL,Argonne,41.695076,-88.023558
60440,IL,Bolingbrook,41.697605,-88.087315
60441,IL,Romeoville,41.613481,-88.025581
60442,IL,Manhattan,41.428883,-87.977133
60443,IL,Matteson,41.510183,-87.740648
60444,IL,Mazon,41.297189,-88.409561
60445,IL,Crestwood,41.634106,-87.732418
60447,IL,Minooka,41.461516,-88.278596
60448,IL,Mokena,41.53421,-87.891121
60449,IL,Monee,41.419133,-87.77484
60451,IL,New Lenox,41.506701,-87.963083
60452,IL,Oak Forest,41.607684,-87.754219
60453,IL,Oak Lawn,41.714305,-87.751564
60455,IL,Bridgeview,41.743128,-87.806572
60456,IL,Hometown,41.73113,-87.731536
60457,IL,Hickory Hills,41.726228,-87.828893
60458,IL,Justice,41.744709,-87.834587
60460,IL,Odell,41.023773,-88.515641
60461,IL,Olympia Fields,41.51564,-87.689952
60462,IL,Orland Park,41.619378,-87.84225
60463,IL,Palos Heights,41.662146,-87.792697
60464,IL,Palos Park,41.662352,-87.852146
60465,IL,Palos Hills,41.700389,-87.826276
60466,IL,University Park,41.474064,-87.682867
60468,IL,Peotone,41.33609,-87.78968
60469,IL,Posen,41.62766,-87.687213
60470,IL,Ransom,41.153048,-88.650214
60471,IL,Richton Park,41.481854,-87.723834
60472,IL,Robbins,41.642289,-87.708909
60473,IL,South Holland,41.597916,-87.593814
60475,IL,Steger,41.468608,-87.638585
60477,IL,Tinley Park,41.582535,-87.804963
60478,IL,Country Club Hil,41.559773,-87.718452
60479,IL,Verona,41.250094,-88.51701
60481,IL,Custer Park,41.298063,-88.130083
60482,IL,Worth,41.689498,-87.786272
60501,IL,Argo,41.784245,-87.807468
60510,IL,Batavia,41.848165,-88.309756
60511,IL,Big Rock,41.759308,-88.537617
60514,IL,Clarendon Hills,41.779729,-87.955322
60515,IL,Downers Grove,41.803428,-88.013753
60517,IL,Woodridge,41.751755,-88.04885
60518,IL,Earlville,41.585901,-88.910346
60520,IL,Hinckley,41.769108,-88.644831
60521,IL,Oak Brook,41.7891,-87.940089
60525,IL,Hodgkins,41.801345,-87.875252
60531,IL,Leland,41.606591,-88.771574
60532,IL,Lisle,41.786174,-88.0879
60539,IL,Mooseheart,41.824148,-88.331532
60540,IL,Naperville,41.766198,-88.141038
60542,IL,North Aurora,41.808932,-88.327424
60543,IL,Oswego,41.684893,-88.345305
60545,IL,Plano,41.666987,-88.53838
60546,IL,North Riverside,41.837367,-87.821356
60548,IL,Sandwich,41.635286,-88.639303
60549,IL,Serena,41.499481,-88.75089
60550,IL,Shabbona,41.763846,-88.875249
60552,IL,Somonauk,41.638289,-88.681645
60553,IL,Steward,41.847545,-89.015086
60554,IL,Sugar Grove,41.774113,-88.439721
60556,IL,Waterman,41.750365,-88.775381
60558,IL,Western Springs,41.804864,-87.899485
60559,IL,Westmont,41.772848,-87.975736
60601,IL,Chicago,41.885847,-87.618123
60633,IL,Burnham,41.649791,-87.549489
60634,IL,Norridge,41.945213,-87.796054
60635,IL,Elmwood Park,41.922907,-87.808593
60638,IL,Bedford Park,41.789703,-87.771927
60642,IL,Evergreen Park,41.718765,-87.701721
60643,IL,Calumet Park,41.693243,-87.659445
60645,IL,Lincolnwood,42.007718,-87.6962
60650,IL,Cicero,41.84776,-87.76008
60655,IL,Merrionette Park,41.693033,-87.702188
60656,IL,Harwood Heights,41.971844,-87.819981
60658,IL,Alsip,41.671505,-87.729967
60666,IL,Amf Ohare,41.9821,-87.906803
60901,IL,Kankakee,41.116582,-87.869607
60910,IL,Aroma Park,41.094653,-87.771887
60911,IL,Ashkum,40.884431,-87.941148
60912,IL,Beaverville,40.967164,-87.621715
60913,IL,Bonfield,41.15731,-88.061854
60914,IL,Bourbonnais,41.166119,-87.879023
60917,IL,Buckingham,41.043316,-88.177156
60918,IL,Buckley,40.601827,-88.036092
60919,IL,Cabery,40.981895,-88.192085
60922,IL,Chebanse,41.02541,-87.895917
60924,IL,Cissna Park,40.585814,-87.87588
60929,IL,Cullom,40.878066,-88.276476
60930,IL,Danforth,40.82443,-87.986824
60931,IL,Donovan,40.889074,-87.604635
60934,IL,Emington,40.978317,-88.321135
60936,IL,Gibson City,40.465932,-88.360873
60940,IL,Grant Park,41.247677,-87.647992
60941,IL,Herscher,41.046441,-88.085801
60942,IL,Hoopeston,40.463873,-87.666229
60946,IL,Kempton,40.912604,-88.209013
60948,IL,Loda,40.524097,-88.092675
60950,IL,Manteno,41.251439,-87.846761
60951,IL,Martinton,40.905233,-87.744257
60952,IL,Melvin,40.571379,-88.255078
60954,IL,Momence,41.159308,-87.657515
60955,IL,Onarga,40.712005,-87.995841
60957,IL,Paxton,40.456546,-88.098989
60959,IL,Piper City,40.755615,-88.187347
60960,IL,Rankin,40.455911,-87.888355
60964,IL,Saint Anne,41.048725,-87.656363
60966,IL,Sheldon,40.780288,-87.57364
60968,IL,Thawville,40.684011,-88.09993
60970,IL,Watseka,40.773351,-87.730932
61001,IL,Apple River,42.471432,-90.120145
61007,IL,Baileyville,42.190465,-89.593937
61008,IL,Belvidere,42.259465,-88.850943
61011,IL,Caledonia,42.38346,-88.918456
61012,IL,Capron,42.408659,-88.746518
61014,IL,Chadwick,41.996205,-89.896278
61015,IL,Chana,41.993343,-89.211693
61018,IL,Dakota,42.403078,-89.546782
61020,IL,Davis Junction,42.09792,-89.083838
61021,IL,Dixon,41.847797,-89.489303
61024,IL,Durand,42.433653,-89.309378
61025,IL,East Dubuque,42.487488,-90.604597
61030,IL,Forreston,42.122924,-89.583124
61031,IL,Franklin Grove,41.857968,-89.317112
61038,IL,Garden Prairie,42.250983,-88.74367
61039,IL,German Valley,42.21761,-89.471151
61042,IL,Harmon,41.697296,-89.569513
61045,IL,Kings,42.013987,-89.099685
61046,IL,Lanark,42.093534,-89.824732
61047,IL,Egan,42.140975,-89.401024
61048,IL,Lena,42.379054,-89.825251
61049,IL,Lindenwood,42.050741,-89.033979
61050,IL,Mc Connell,42.439511,-89.741545
61052,IL,Monroe Center,42.10501,-89.016946
61053,IL,Mount Carroll,42.105308,-89.984454
61054,IL,Mount Morris,42.047903,-89.434614
61060,IL,Orangeville,42.472779,-89.644757
61061,IL,Oregon,42.009512,-89.344364
61063,IL,Pecatonica,42.305111,-89.347225
61064,IL,Polo,41.98895,-89.598358
61067,IL,Ridott,42.299607,-89.462664
61070,IL,Rock City,42.410345,-89.475901
61071,IL,Rock Falls,41.766525,-89.692473
61072,IL,Rockton,42.454371,-89.088744
61073,IL,Roscoe,42.421659,-88.99433
61074,IL,Savanna,42.095581,-90.140061
61075,IL,Scales Mound,42.471548,-90.258033
61078,IL,Shannon,42.161049,-89.748075
61080,IL,South Beloit,42.483672,-89.029791
61084,IL,Stillman Valley,42.11835,-89.189762
61088,IL,Winnebago,42.272723,-89.237316
61111,IL,Loves Park,42.32952,-89.033521
61201,IL,Rock Island,41.491317,-90.564796
61231,IL,Aledo,41.20078,-90.741629
61234,IL,Annawan,41.398022,-89.912949
61235,IL,Atkinson,41.41619,-90.022482
61240,IL,Coal Valley,41.435143,-90.465179
61241,IL,Green Rock,41.475224,-90.349231
61243,IL,Deer Grove,41.631599,-89.6972
61244,IL,East Moline,41.511804,-90.432118
61251,IL,Fenton,41.728495,-90.045685
61254,IL,Geneseo,41.46881,-90.171127
61257,IL,Hillsdale,41.592896,-90.226255
61259,IL,Illinois City,41.389236,-90.892507
61260,IL,Joy,41.226198,-90.851757
61261,IL,Lyndon,41.719933,-89.916865
61262,IL,Lynn Center,41.288761,-90.330444
61263,IL,Matherville,41.269075,-90.602343
61265,IL,Moline,41.490609,-90.497968
61272,IL,New Boston,41.215259,-90.98786
61273,IL,Orion,41.363367,-90.384929
61274,IL,Osco,41.363674,-90.268093
61275,IL,Port Byron,41.601346,-90.326291
61277,IL,Prophetstown,41.631223,-89.946665
61281,IL,Sherrard,41.302669,-90.493863
61282,IL,Silvis,41.500677,-90.412609
61283,IL,Tampico,41.652158,-89.794793
61284,IL,Taylor Ridge,41.382755,-90.734047
61311,IL,Ancona,41.055118,-88.766039
61313,IL,Blackstone,41.071945,-88.649782
61314,IL,Buda,41.313973,-89.679476
61319,IL,Manville,40.985827,-88.742694
61320,IL,Dalzell,41.373077,-89.203269
61321,IL,Dana,40.954675,-88.962793
61326,IL,Granville,41.264212,-89.225029
61327,IL,Hennepin,41.235154,-89.321791
61330,IL,La Moille,41.537557,-89.297024
61332,IL,Leonore,41.166368,-88.996936
61333,IL,Long Point,40.989553,-88.881106
61334,IL,Lostant,41.145007,-89.075031
61335,IL,Mc Nabb,41.173026,-89.218664
61337,IL,Malden,41.437743,-89.36761
61341,IL,Marseilles,41.330201,-88.694678
61345,IL,Neponset,41.290457,-89.794382
61346,IL,New Bedford,41.540883,-89.778558
61348,IL,Oglesby,41.292768,-89.055341
61349,IL,Ohio,41.537149,-89.457411
61350,IL,Ottawa,41.352619,-88.841589
61353,IL,Paw Paw,41.685228,-88.967377
61354,IL,Peru,41.333021,-89.126478
61358,IL,Rutland,40.984407,-89.038829
61360,IL,Seneca,41.315248,-88.610013
61364,IL,Streator,41.12249,-88.830672
61367,IL,Sublette,41.633144,-89.235409
61368,IL,Tiskilwa,41.289055,-89.507968
61369,IL,Toluca,41.004553,-89.13481
61370,IL,Tonica,41.232741,-89.088993
61373,IL,Utica,41.363033,-89.000795
61375,IL,Varna,41.032723,-89.248331
61376,IL,Normandy,41.553035,-89.592237
61377,IL,Wenona,41.054846,-89.041637
61378,IL,West Brooklyn,41.729156,-89.190917
61379,IL,Wyanet,41.378452,-89.574423
61401,IL,Galesburg,40.952138,-90.369807
61410,IL,Abingdon,40.802312,-90.400898
61411,IL,Adair,40.385197,-90.503742
61412,IL,Alexis,41.052146,-90.543576
61413,IL,Alpha,41.193029,-90.382081
61414,IL,Altona,41.112828,-90.159826
61416,IL,Bardolph,40.498078,-90.502495
61417,IL,Berwick,40.779911,-90.505913
61418,IL,Biggsville,40.853122,-90.856057
61420,IL,Blandinsville,40.551585,-90.859521
61423,IL,Cameron,40.888963,-90.50013
61425,IL,Carman,40.755054,-91.056396
61428,IL,Dahinda,40.95508,-90.139808
61431,IL,Ellisville,40.604652,-90.287469
61432,IL,Fairview,40.64418,-90.165265
61433,IL,Fiatt,40.571779,-90.162186
61434,IL,Galva,41.165627,-90.048093
61435,IL,Gerlaw,40.999519,-90.622765
61436,IL,Gilson,40.876525,-90.174663
61437,IL,Gladstone,40.837682,-90.994078
61441,IL,Ipava,40.359375,-90.296744
61442,IL,Keithsburg,41.104333,-90.926337
61443,IL,Kewanee,41.241116,-89.92739
61447,IL,Kirkwood,40.863849,-90.745659
61450,IL,La Harpe,40.584586,-90.968746
61451,IL,Laura,40.933468,-89.934908
61453,IL,Little York,41.01529,-90.736434
61454,IL,Lomax,40.676143,-91.039096
61455,IL,Macomb,40.461674,-90.678674
61458,IL,Maquon,40.784863,-90.200841
61460,IL,Media,40.761775,-90.85696
61462,IL,Monmouth,40.910702,-90.644828
61465,IL,New Windsor,41.198734,-90.459842
61466,IL,North Henderson,41.100607,-90.473571
61469,IL,Oquawka,40.944174,-90.930199
61470,IL,Prairie City,40.617952,-90.472748
61471,IL,Raritan,40.687808,-90.831891
61472,IL,Rio,41.110319,-90.389978
61475,IL,Sciota,40.567361,-90.707999
61476,IL,Seaton,41.073222,-90.825654
61477,IL,Smithfield,40.48551,-90.285601
61478,IL,Smithshire,40.740021,-90.739874
61479,IL,Speer,41.009682,-89.693254
61480,IL,Stronghurst,40.752265,-90.925702
61482,IL,Table Grove,40.378441,-90.423901
61483,IL,Toulon,41.100949,-89.860584
61484,IL,Vermont,40.30623,-90.422028
61485,IL,Victoria,41.025635,-90.093325
61488,IL,Wataga,41.022351,-90.27231
61489,IL,Williamsfield,40.927724,-90.026725
61490,IL,Woodhull,41.184887,-90.283282
61491,IL,Wyoming,41.059879,-89.778238
61501,IL,Astoria,40.231144,-90.344254
61517,IL,Brimfield,40.840654,-89.897038
61523,IL,Chillicothe,40.901349,-89.506793
61524,IL,Dunfermline,40.490342,-90.031349
61526,IL,Edelstein,40.945367,-89.585812
61528,IL,Edwards,40.764362,-89.705344
61529,IL,Elmwood,40.772594,-89.928882
61531,IL,Middlegrove,40.690265,-90.013434
61533,IL,Glasford,40.575976,-89.811326
61536,IL,Hanna City,40.679776,-89.795242
61537,IL,Henry,41.111543,-89.374328
61539,IL,Kingston Mines,40.49028,-89.806791
61540,IL,Lacon,41.021587,-89.400842
61542,IL,Lewistown,40.383046,-90.156287
61543,IL,Liverpool,40.411574,-90.038972
61544,IL,London Mills,40.694954,-90.261594
61545,IL,Cazenovia,40.871082,-89.370399
61546,IL,Manito,40.415991,-89.789791
61547,IL,Mapleton,40.611699,-89.718429
61548,IL,Metamora,40.784428,-89.430876
61550,IL,Morton,40.614771,-89.460445
61554,IL,Pekin,40.567435,-89.624332
61561,IL,Roanoke,40.795601,-89.209334
61565,IL,Sparland,41.013366,-89.45711
61567,IL,Topeka,40.38108,-89.93263
61568,IL,Tremont,40.505337,-89.483316
61569,IL,Trivoli,40.679506,-89.913546
61570,IL,Washburn,40.91413,-89.283049
61571,IL,Sunnyland,40.699364,-89.447926
61572,IL,Yates City,40.787826,-90.026481
61603,IL,Peoria Heights,40.713915,-89.580813
61607,IL,Bartonville,40.652434,-89.673898
61611,IL,East Peoria,40.673121,-89.55141
61720,IL,Anchor,40.544091,-88.526581
61721,IL,Armington,40.317046,-89.321775
61722,IL,Arrowsmith,40.411966,-88.629648
61725,IL,Carlock,40.602898,-89.109779
61726,IL,Chenoa,40.744633,-88.721853
61728,IL,Colfax,40.570377,-88.620016
61729,IL,Congerville,40.620762,-89.199397
61730,IL,Cooksville,40.536014,-88.735047
61731,IL,Cropsey,40.602983,-88.494343
61732,IL,Danvers,40.536353,-89.188487
61733,IL,Deer Creek,40.627992,-89.3003
61734,IL,Delavan,40.369029,-89.532133
61735,IL,Dewitt,40.184759,-88.763672
61736,IL,Holder,40.380858,-88.870814
61737,IL,Ellsworth,40.443154,-88.737121
61739,IL,Fairbury,40.745033,-88.516486
61740,IL,Flanagan,40.879003,-88.86196
61741,IL,Forrest,40.751324,-88.411143
61743,IL,Graymont,40.90663,-88.760299
61745,IL,Heyworth,40.3307,-88.977608
61747,IL,Hopedale,40.427318,-89.421398
61749,IL,Kenney,40.10247,-89.078925
61752,IL,Le Roy,40.346781,-88.759813
61754,IL,Mc Lean,40.328159,-89.164483
61755,IL,Mackinaw,40.539643,-89.345795
61756,IL,Maroa,40.034159,-88.957769
61759,IL,Minier,40.435889,-89.316484
61760,IL,Minonk,40.898501,-89.034863
61761,IL,Normal,40.512446,-88.988287
61764,IL,Pontiac,40.876404,-88.632775
61769,IL,Saunemin,40.888516,-88.40936
61770,IL,Saybrook,40.432005,-88.524656
61771,IL,Secor,40.722402,-89.127065
61773,IL,Sibley,40.582315,-88.38146
61775,IL,Strawn,40.647615,-88.404036
61776,IL,Towanda,40.553326,-88.88865
61777,IL,Wapella,40.232305,-88.967264
61801,IL,Urbana,40.109522,-88.203631
61810,IL,Allerton,39.918818,-87.931235
61811,IL,Alvin,40.3007,-87.608003
61812,IL,Armstrong,40.217548,-87.894256
61813,IL,Bement,39.922207,-88.56877
61816,IL,Broadlands,39.914247,-87.994831
61817,IL,Catlin,40.069922,-87.711255
61818,IL,Cerro Gordo,39.868062,-88.725634
61820,IL,Champaign,40.111017,-88.240747
61831,IL,Collison,40.220737,-87.798709
61833,IL,Tilton,40.096406,-87.644048
61839,IL,De Land,40.110656,-88.639193
61842,IL,Farmer City,40.244689,-88.663385
61844,IL,Fithian,40.11924,-87.879713
61845,IL,Foosland,40.35537,-88.420177
61847,IL,Gifford,40.302755,-88.031705
61850,IL,Indianola,39.926819,-87.73882
61851,IL,Ivesdale,39.950233,-88.445095
61852,IL,Longview,39.901241,-88.075282
61853,IL,Mahomet,40.196437,-88.39283
61855,IL,Milmine,39.900702,-88.648696
61862,IL,Penfield,40.310137,-87.95702
61863,IL,Pesotum,39.9151,-88.274331
61865,IL,Potomac,40.309,-87.823192
61866,IL,Rantoul,40.310742,-88.146179
61870,IL,Ridge Farm,39.915455,-87.634578
61872,IL,Sadorus,39.961312,-88.344717
61873,IL,Saint Joseph,40.120736,-88.047232
61874,IL,Savoy,40.065373,-88.252837
61876,IL,Sidell,39.911018,-87.824802
61878,IL,Thomasboro,40.240206,-88.183033
61880,IL,Tolono,39.985006,-88.259641
61884,IL,White Heath,40.100911,-88.519297
61910,IL,Arcola,39.687001,-88.303679
61911,IL,Arthur,39.707679,-88.455509
61912,IL,Ashmore,39.525428,-88.034097
61917,IL,Brocton,39.692311,-87.926258
61919,IL,Camargo,39.799955,-88.146815
61924,IL,Chrisman,39.799572,-87.655552
61925,IL,Dalton City,39.711943,-88.797459
61928,IL,Gays,39.479553,-88.524153
61929,IL,Hammond,39.79465,-88.579305
61930,IL,Hindsboro,39.701799,-88.148611
61931,IL,Humboldt,39.60118,-88.314089
61932,IL,Hume,39.800882,-87.874659
61933,IL,Kansas,39.552533,-87.935238
61937,IL,Lovington,39.719192,-88.641675
61938,IL,Mattoon,39.480184,-88.376152
61940,IL,Metcalf,39.800847,-87.795524
61951,IL,Sullivan,39.593431,-88.603767
61953,IL,Tuscola,39.799509,-88.281585
62002,IL,Alton,38.908651,-90.156806
62006,IL,Batchtown,39.072468,-90.659114
62009,IL,Benld,39.093903,-89.803057
62010,IL,Bethalto,38.907353,-90.034447
62011,IL,Bingham,39.14667,-89.195789
62012,IL,Brighton,39.036098,-90.144312
62013,IL,Meppen,38.937115,-90.590696
62014,IL,Bunker Hill,39.040827,-89.962379
62017,IL,Coffeen,39.090757,-89.39454
62018,IL,Cottage Hills,38.912377,-90.082632
62019,IL,Donnellson,39.034422,-89.490858
62020,IL,62020,39.048485,-89.865796
62021,IL,Dorsey,38.983237,-89.978635
62022,IL,Dow,39.031198,-90.301059
62024,IL,East Alton,38.88031,-90.083045
62025,IL,Edwardsville,38.804967,-89.963697
62027,IL,Eldred,39.283592,-90.532874
62028,IL,Elsah,38.961297,-90.331913
62030,IL,Fidelity,39.132286,-90.198803
62031,IL,Fieldon,39.108608,-90.529742
62032,IL,Fillmore,39.103872,-89.294551
62033,IL,Dorchester,39.136106,-89.818577
62034,IL,Glen Carbon,38.760871,-89.970583
62035,IL,Godfrey,38.946035,-90.206024
62036,IL,Golden Eagle,38.896138,-90.560199
62037,IL,Grafton,39.002134,-90.432335
62046,IL,Hamel,38.878433,-89.872678
62047,IL,Hardin,39.154652,-90.624002
62050,IL,Hillview,39.467373,-90.512837
62051,IL,Irving,39.208903,-89.41043
62052,IL,Jerseyville,39.121324,-90.333757
62053,IL,Kampsville,39.306388,-90.626934
62054,IL,Kane,39.203688,-90.37188
62061,IL,Marine,38.785458,-89.821376
62063,IL,Medora,39.198593,-90.154225
62064,IL,62064,39.010683,-90.624693
62065,IL,Michael,39.21821,-90.633498
62070,IL,Mozier,39.287719,-90.714978
62074,IL,New Douglas,38.967633,-89.739235
62079,IL,Piasa,39.151697,-90.131147
62080,IL,Ramsey,39.078123,-89.105147
62081,IL,Rockbridge,39.283146,-90.255818
62082,IL,Roodhouse,39.484646,-90.349814
62083,IL,Rosamond,39.389229,-89.1846
62084,IL,Roxana,38.848154,-90.07978
62086,IL,Sorento,38.969342,-89.565347
62088,IL,Staunton,39.01348,-89.785697
62091,IL,Walshville,39.047257,-89.634968
62092,IL,White Hall,39.428804,-90.401899
62094,IL,Witt,39.246919,-89.341426
62095,IL,Wood River,38.864279,-90.087507
62097,IL,Worden,38.944895,-89.853214
62201,IL,Sauget,38.631538,-90.138066
62203,IL,East Saint Louis,38.599191,-90.074449
62204,IL,Washington Park,38.631335,-90.102008
62206,IL,Cahokia,38.561899,-90.16587
62207,IL,Alorton,38.58734,-90.12829
62208,IL,Fairview Heights,38.596044,-90.007093
62214,IL,Venedy,38.360422,-89.52273
62215,IL,Albers,38.531955,-89.620151
62218,IL,Bartelso,38.53851,-89.457841
62225,IL,Scott A F B,38.54692,-89.858775
62230,IL,Breese,38.618802,-89.52838
62231,IL,Carlyle,38.606609,-89.380544
62232,IL,Caseyville,38.634458,-90.013486
62237,IL,Swanwick,38.176401,-89.582064
62239,IL,Dupo,38.514771,-90.194188
62240,IL,East Carondelet,38.534912,-90.220782
62241,IL,Ellis Grove,38.005358,-89.900847
62243,IL,Freeburg,38.408016,-89.91806
62244,IL,Fults,38.179736,-90.197353
62245,IL,Germantown,38.548677,-89.54134
62248,IL,Hecker,38.281039,-89.983115
62249,IL,Highland,38.763086,-89.678894
62253,IL,Keyesport,38.738773,-89.306323
62255,IL,Lenzburg,38.295003,-89.792202
62256,IL,Maeystown,38.24112,-90.20178
62257,IL,Marissa,38.245455,-89.750119
62258,IL,Mascoutah,38.474496,-89.787745
62260,IL,Millstadt,38.444264,-90.088818
62261,IL,Modoc,38.050683,-90.016261
62262,IL,Mulberry Grove,38.931082,-89.246297
62264,IL,New Athens,38.315998,-89.872777
62265,IL,New Baden,38.531485,-89.692232
62271,IL,Okawville,38.431862,-89.523045
62272,IL,Percy,38.01261,-89.616961
62274,IL,Pinckneyville,38.090327,-89.38578
62277,IL,Prairie Du Roche,38.085468,-90.090147
62278,IL,Red Bud,38.190738,-89.988356
62279,IL,Renault,38.170396,-90.095043
62280,IL,Rockwood,37.832201,-89.621445
62281,IL,Saint Jacob,38.72448,-89.669616
62283,IL,Shattuc,38.643533,-89.205436
62284,IL,Smithboro,38.873893,-89.326556
62285,IL,Smithton,38.423137,-89.989604
62286,IL,Sparta,38.131815,-89.703458
62288,IL,Steeleville,38.005713,-89.666458
62295,IL,Valmeyer,38.295163,-90.309234
62296,IL,62296,38.377482,-89.644751
62312,IL,Barry,39.704662,-91.026482
62313,IL,Basco,40.328303,-91.196983
62314,IL,Baylis,39.761201,-90.883216
62316,IL,Bowen,40.234076,-91.070491
62318,IL,Burnside,40.497445,-91.142392
62320,IL,Camp Point,40.029285,-91.076926
62323,IL,Chambersburg,39.807058,-90.663017
62325,IL,Coatsburg,40.055385,-91.174733
62330,IL,Pontoosuc,40.620062,-91.163454
62334,IL,Elvaston,40.40662,-91.21642
62340,IL,Griggsville,39.708378,-90.724891
62345,IL,Kinderhook,39.695313,-91.163728
62346,IL,La Prairie,40.157191,-90.984387
62347,IL,Liberty,39.889176,-91.08688
62348,IL,Lima,40.170098,-91.386756
62349,IL,Loraine,40.153197,-91.21301
62351,IL,Mendon,40.085658,-91.289923
62353,IL,Mount Sterling,39.980279,-90.741424
62355,IL,Nebo,39.420181,-90.7692
62356,IL,New Canton,39.634242,-91.088556
62357,IL,New Salem,39.699573,-90.843986
62358,IL,Niota,40.597753,-91.299136
62359,IL,Paloma,40.036616,-91.205287
62361,IL,Pearl,39.444072,-90.637954
62363,IL,Pittsfield,39.601306,-90.807269
62367,IL,Colmar,40.288493,-90.873815
62370,IL,Rockport,39.532846,-90.972178
62374,IL,Tennessee,40.41399,-90.855605
62375,IL,Timewell,40.011658,-90.866067
62376,IL,Ursa,40.080918,-91.373341
62378,IL,Versailles,39.888286,-90.674147
62379,IL,Warsaw,40.354449,-91.434803
62401,IL,Effingham,39.121727,-88.561105
62410,IL,Allendale,38.523236,-87.721901
62411,IL,Altamont,39.063449,-88.748092
62414,IL,Beecher City,39.183515,-88.80385
62415,IL,Birds,38.812059,-87.681545
62418,IL,Brownstown,38.989118,-88.949438
62420,IL,Casey,39.301716,-87.991306
62422,IL,Cowden,39.232643,-88.886799
62423,IL,Dennison,39.449033,-87.58671
62424,IL,Dieterich,39.031875,-88.407448
62425,IL,Dundas,38.830572,-88.097309
62426,IL,Laclede,38.91318,-88.663868
62428,IL,Hazel Dell,39.239454,-88.144502
62431,IL,Herrick,39.224481,-88.981211
62432,IL,Hidalgo,39.122808,-88.139706
62433,IL,Hutsonville,39.106357,-87.669455
62434,IL,Ingraham,38.828446,-88.320374
62436,IL,Jewett,39.207596,-88.24744
